market_id,title,subtitle,event_ticker,series_ticker,status,close_time,expiration_time,yes_ask,yes_bid,last_price,volume
KXMVESPORTSMULTIGAMEEXTENDED-S202629DAEC94F01-2B84AC945B8,"yes Joel Embiid: 1+,yes Jalen Brunson: 8+,yes Jayson Tatum: 25+,yes Alperen Sengun: 15+,yes Jayson Tatum: 8+,yes Joel Embiid: 8+",,KXMVESPORTSMULTIGAMEEXTENDED-S202629DAEC94F01,,active,2026-04-24 00:00:00+00:00,2026-04-24 00:00:00+00:00,,,,
KXMVECROSSCATEGORY-S202642D6AB98708-FE1D31FCAE0,"yes Tyler Herro: 1+,yes Bilal Coulibaly: 10+,yes Norman Powell: 15+,yes Scottie Barnes: 10+,yes Bam Adebayo: 10+,yes Scottie Barnes: 4+",,KXMVECROSSCATEGORY-S202642D6AB98708,,active,2026-04-23 23:00:00+00:00,2026-04-23 23:00:00+00:00,,,,
KXMVECROSSCATEGORY-S2026B3200EB36E3-1EA6C9E42DC,"yes Aaron Judge: 1+,yes Byron Buxton: 1+,yes Bobby Witt Jr.: 1+,no Cincinnati wins by over 3.5 runs,no Arizona wins by over 3.5 runs,no San Diego wins by over 3.5 runs,yes Over 4.5 runs scored,yes Over 5.5 runs scored",,KXMVECROSSCATEGORY-S2026B3200EB36E3,,active,2026-04-12 14:00:00+00:00,2026-04-12 14:00:00+00:00,,,,
KXMVECROSSCATEGORY-S2026C6B5EFD4C1A-04CE889F43B,"yes Bryson DeChambeau,yes Jon Rahm,yes Ludvig Aberg,yes Robert MacIntyre",,KXMVECROSSCATEGORY-S2026C6B5EFD4C1A,,active,2026-04-26 23:00:00+00:00,2026-04-26 23:00:00+00:00,,,,
KXMVESPORTSMULTIGAMEEXTENDED-S202699C3B3DBE93-B39715F1EAD,"yes Jalen Brunson: 2+,yes OG Anunoby: 2+,yes LeBron James: 2+,yes Norman Powell: 2+,yes Tyler Herro: 2+,yes Kevin Durant: 1+,yes Reed Sheppard: 2+,yes Tyrese Maxey: 2+,yes Immanuel Quickley: 2+,yes Jakob Poeltl: 4+,yes RJ Barrett: 2+,yes Scottie Barnes: 4+",,KXMVESPORTSMULTIGAMEEXTENDED-S202699C3B3DBE93,,active,2026-04-23 23:30:00+00:00,2026-04-23 23:30:00+00:00,,,,
KXMVESPORTSMULTIGAMEEXTENDED-S20269A0F00B696E-854D1833317,"yes New York Y,yes Detroit,yes San Diego,yes CAR Hurricanes,yes BUF Sabres,yes OTT Senators,yes NYI Islanders,no Dallas wins by over 1.5 goals,no Utah wins by over 1.5 goals,no Detroit wins by over 1.5 goals,no New Jersey wins by over 1.5 goals,no St. Louis wins by over 1.5 goals",,KXMVESPORTSMULTIGAMEEXTENDED-S20269A0F00B696E,,active,2026-04-12 14:00:00+00:00,2026-04-12 14:00:00+00:00,,,,
KXMVECROSSCATEGORY-S202604CACEE25D6-6E39A74E1AA,"yes Jabari Smith Jr.: 10+,yes Kevin Durant: 20+,yes Reed Sheppard: 10+,yes Paul George: 10+",,KXMVECROSSCATEGORY-S202604CACEE25D6,,active,2026-04-24 00:00:00+00:00,2026-04-24 00:00:00+00:00,,,,
KXMVECROSSCATEGORY-S20264C1EC51CD79-66B548D4EE7,"yes Houston,yes Over 225.5 points scored",,KXMVECROSSCATEGORY-S20264C1EC51CD79,,active,2026-04-24 00:00:00+00:00,2026-04-24 00:00:00+00:00,,,,
KXMVESPORTSMULTIGAMEEXTENDED-S2026EC6AB5B24EA-FC4235E91C5,"yes Jayson Tatum: 15+,yes Karl-Anthony Towns: 15+,yes Paul George: 10+,yes Draymond Green: 2+,no Over 254.5 points scored",,KXMVESPORTSMULTIGAMEEXTENDED-S2026EC6AB5B24EA,,active,2026-04-23 23:30:00+00:00,2026-04-23 23:30:00+00:00,,,,
KXMVESPORTSMULTIGAMEEXTENDED-S20261AE91F834C4-EE1787564FF,"yes LeBron James: 1+,yes Kevin Durant: 1+,yes Reed Sheppard: 1+,yes Tyrese Maxey: 1+,yes Jalen Brunson: 4+,yes Josh Hart: 2+,yes Bub Carrington: 2+,yes Davion Mitchell: 2+,yes Immanuel Quickley: 2+,yes Alperen Sengun: 2+,yes Amen Thompson: 2+,yes Kevin Durant: 2+,yes VJ Edgecombe: 2+,yes Jayson Tatum: 15+,yes Jalen Brunson: 20+,yes LeBron James: 15+,yes Scottie Barnes: 10+,yes Kevin Durant: 20+,yes Tyrese Maxey: 15+,yes Jarace Walker: 2+,yes Draymond Green: 4+,yes Deandre Ayton: 4+,yes Andrew Wiggins: 2+,yes RJ Barrett: 2+,yes Scottie Barnes: 4+,yes Kevin Durant: 2+,yes VJ Edgecombe: 2+",,KXMVESPORTSMULTIGAMEEXTENDED-S20261AE91F834C4,,active,2026-04-24 02:00:00+00:00,2026-04-24 02:00:00+00:00,,,,
KXMVECROSSCATEGORY-S20266BE821748E9-E4649E47CDF,"yes Tyler Herro: 2+,yes Jakob Poeltl: 2+,yes Andrew Wiggins: 10+,yes Jakob Poeltl: 10+",,KXMVECROSSCATEGORY-S20266BE821748E9,,active,2026-04-23 23:00:00+00:00,2026-04-23 23:00:00+00:00,,,,
KXMVECROSSCATEGORY-S2026E635696913D-E51A7AEF2EA,"yes Jabari Smith Jr.: 10+,yes Kevin Durant: 20+,yes Paul George: 10+",,KXMVECROSSCATEGORY-S2026E635696913D,,active,2026-04-24 00:00:00+00:00,2026-04-24 00:00:00+00:00,,,,
KXMVECROSSCATEGORY-S202674339FA469E-879526BE700,"yes Andrew Wiggins: 15+,yes Davion Mitchell: 10+,yes Jakob Poeltl: 10+,yes RJ Barrett: 15+,yes Chicago wins by over 15.5 points,yes Over 246.5 points scored",,KXMVECROSSCATEGORY-S202674339FA469E,,active,2026-04-23 23:00:00+00:00,2026-04-23 23:00:00+00:00,,,,
KXMVESPORTSMULTIGAMEEXTENDED-S2026BFFD87B5451-CFA86C2C796,"yes Jake Knapp,yes Jon Rahm,yes Russell Henley,yes Xander Schauffele",,KXMVESPORTSMULTIGAMEEXTENDED-S2026BFFD87B5451,,active,2026-04-26 23:00:00+00:00,2026-04-26 23:00:00+00:00,,,,
KXMVECROSSCATEGORY-S20264817DBA2C24-C697C1C2EE0,"no Elly De La Cruz: 3+,no Max Meyer: 8+,no Miami wins by over 3.5 runs,no Over 11.5 runs scored",,KXMVECROSSCATEGORY-S20264817DBA2C24,,active,2026-04-12 14:00:00+00:00,2026-04-12 14:00:00+00:00,,,,
KXMVESPORTSMULTIGAMEEXTENDED-S2026C884AAEE523-9610530962E,"yes Miami,yes New York Y,yes Detroit,yes New York M,yes Kansas City,yes San Diego,yes Over 7.5 runs scored,no Over 8.5 runs scored,yes Over 8.5 runs scored,yes Over 7.5 runs scored,no Over 9.5 runs scored,yes Over 7.5 runs scored",,KXMVESPORTSMULTIGAMEEXTENDED-S2026C884AAEE523,,active,2026-04-12 14:00:00+00:00,2026-04-12 14:00:00+00:00,,,,
KXMVESPORTSMULTIGAMEEXTENDED-S20269CEF5D558F2-905D237B86B,"yes Jalen Brunson: 1+,yes Mikal Bridges: 1+,yes Jayson Tatum: 2+,yes Josh Hart: 2+,yes Davion Mitchell: 2+,yes Immanuel Quickley: 2+,yes Chicago,yes Toronto,yes Immanuel Quickley: 2+,yes RJ Barrett: 2+",,KXMVESPORTSMULTIGAMEEXTENDED-S20269CEF5D558F2,,active,2026-04-23 23:30:00+00:00,2026-04-23 23:30:00+00:00,,,,
KXMVESPORTSMULTIGAMEEXTENDED-S20264A04F905648-FC28F2C864D,"yes Jalen Brunson: 2+,yes OG Anunoby: 2+,yes LeBron James: 2+,yes Norman Powell: 2+,yes Tyler Herro: 2+,yes Kevin Durant: 1+,yes Reed Sheppard: 2+,yes Tyrese Maxey: 2+,yes Immanuel Quickley: 2+,yes RJ Barrett: 2+,yes Scottie Barnes: 4+",,KXMVESPORTSMULTIGAMEEXTENDED-S20264A04F905648,,active,2026-04-23 23:30:00+00:00,2026-04-23 23:30:00+00:00,,,,
KXMVECROSSCATEGORY-S202610C5D3C7182-796248069FE,"yes Bryson DeChambeau,yes Jon Rahm,yes Robert MacIntyre",,KXMVECROSSCATEGORY-S202610C5D3C7182,,active,2026-04-26 23:00:00+00:00,2026-04-26 23:00:00+00:00,,,,
KXMVESPORTSMULTIGAMEEXTENDED-S2026AA0EE7D1AD5-CE9B9516AB9,"no Over 232.5 points scored,no Over 252.5 points scored,no Over 239.5 points scored,no Over 240.5 points scored,no Over 251.5 points scored,no Over 240.5 points scored,yes Over 4.5 goals scored,yes Over 4.5 goals scored",,KXMVESPORTSMULTIGAMEEXTENDED-S2026AA0EE7D1AD5,,active,2026-04-23 23:30:00+00:00,2026-04-23 23:30:00+00:00,,,,
KXMVECROSSCATEGORY-S202622BE484C2C5-F1A46AB0443,"yes New York Y,yes San Diego,yes Chicago,yes Toronto",,KXMVECROSSCATEGORY-S202622BE484C2C5,,active,2026-04-12 14:00:00+00:00,2026-04-12 14:00:00+00:00,,,,
KXMVECROSSCATEGORY-S202621BCC71F5B2-A2FC7564D47,"yes LeBron James: 6+,yes Deandre Ayton: 10+,yes LeBron James: 20+,yes Deandre Ayton: 8+,yes Golden State wins by over 2.5 points,no Over 231.5 points scored",,KXMVECROSSCATEGORY-S202621BCC71F5B2,,active,2026-04-24 02:00:00+00:00,2026-04-24 02:00:00+00:00,,,,
KXMVECROSSCATEGORY-S202638EADA28832-F7EEFAB8FE5,"yes Los Angeles L,yes Philadelphia,yes LeBron James: 30+,yes Tyrese Maxey: 30+,no Philadelphia wins by over 5.5 points",,KXMVECROSSCATEGORY-S202638EADA28832,,active,2026-04-24 02:00:00+00:00,2026-04-24 02:00:00+00:00,,,,
KXMVECROSSCATEGORY-S2026ADBAF072BB8-20DFFFC5896,"yes New York Y,yes San Diego,yes Toronto",,KXMVECROSSCATEGORY-S2026ADBAF072BB8,,active,2026-04-12 14:00:00+00:00,2026-04-12 14:00:00+00:00,,,,
KXMVESPORTSMULTIGAMEEXTENDED-S20266FCCBE1418E-606C22387AD,"yes New York Y,yes Detroit,yes San Diego,yes CAR Hurricanes,yes BUF Sabres,yes OTT Senators,yes NYI Islanders,no Utah wins by over 1.5 goals,no Detroit wins by over 1.5 goals,no New Jersey wins by over 1.5 goals,no St. Louis wins by over 1.5 goals",,KXMVESPORTSMULTIGAMEEXTENDED-S20266FCCBE1418E,,active,2026-04-12 14:00:00+00:00,2026-04-12 14:00:00+00:00,,,,
KXMVESPORTSMULTIGAMEEXTENDED-S20266CC2378F33D-4D8598DC54C,"yes Jalen Brunson: 1+,yes Mikal Bridges: 1+,yes Josh Hart: 2+,yes Davion Mitchell: 2+,yes Immanuel Quickley: 2+,yes Chicago,yes Toronto,yes Immanuel Quickley: 2+,yes RJ Barrett: 2+",,KXMVESPORTSMULTIGAMEEXTENDED-S20266CC2378F33D,,active,2026-04-23 23:30:00+00:00,2026-04-23 23:30:00+00:00,,,,
KXMVECROSSCATEGORY-S202672960927C1C-BAA4C760319,"yes Jayson Tatum: 2+,yes Jalen Brunson: 4+,yes Immanuel Quickley: 2+,yes Jayson Tatum: 15+,yes Karl-Anthony Towns: 15+,yes Norman Powell: 15+,yes Jakob Poeltl: 10+,yes Scottie Barnes: 10+,no Over 220.5 points scored",,KXMVECROSSCATEGORY-S202672960927C1C,,active,2026-04-23 23:30:00+00:00,2026-04-23 23:30:00+00:00,,,,
KXMVESPORTSMULTIGAMEEXTENDED-S202676CACA19BFC-BDB713B2340,"yes Jalen Brunson: 2+,yes OG Anunoby: 2+,yes LeBron James: 2+,yes Norman Powell: 2+,yes Tyler Herro: 2+,yes Kevin Durant: 1+,yes Reed Sheppard: 2+,yes Tyrese Maxey: 2+,yes RJ Barrett: 2+,yes Scottie Barnes: 4+",,KXMVESPORTSMULTIGAMEEXTENDED-S202676CACA19BFC,,active,2026-04-23 23:30:00+00:00,2026-04-23 23:30:00+00:00,,,,
KXMVESPORTSMULTIGAMEEXTENDED-S2026ED553A6E632-89A6E86A1A4,"yes Cincinnati,yes New York Y,yes Detroit,yes Arizona,yes Kansas City,yes San Diego,yes Kevin Durant: 25+,yes Paul George: 15+",,KXMVESPORTSMULTIGAMEEXTENDED-S2026ED553A6E632,,active,2026-04-12 14:00:00+00:00,2026-04-12 14:00:00+00:00,,,,
KXMVESPORTSMULTIGAMEEXTENDED-S2026B945C437CFE-51066C2B24B,"yes Jon Rahm,yes Scottie Scheffler,yes Xander Schauffele,yes Cameron Young,yes Min Woo Lee,yes Nicolai Hojgaard",,KXMVESPORTSMULTIGAMEEXTENDED-S2026B945C437CFE,,active,2026-04-27 02:00:00+00:00,2026-04-27 02:00:00+00:00,,,,
KXMVECROSSCATEGORY-S2026F302FC79E4F-88AE2742DF9,"yes New York,yes Chicago,yes Brooklyn,yes Golden State,yes Toronto,yes Houston,yes Norman Powell: 15+,yes Scottie Barnes: 10+,yes Kevin Durant: 20+,yes Paul George: 15+,yes Tyrese Maxey: 15+",,KXMVECROSSCATEGORY-S2026F302FC79E4F,,active,2026-04-23 23:30:00+00:00,2026-04-23 23:30:00+00:00,,,,
KXMVESPORTSMULTIGAMEEXTENDED-S2026B45BAB9B0C8-1419D2ADEC1,"yes Miami,yes Giancarlo Stanton: 2+,yes Corbin Carroll: 2+,yes Francisco Lindor: 1+,yes Bobby Witt Jr.: 2+",,KXMVESPORTSMULTIGAMEEXTENDED-S2026B45BAB9B0C8,,active,2026-04-12 14:00:00+00:00,2026-04-12 14:00:00+00:00,,,,
KXMVECROSSCATEGORY-S202621BCC71F5B2-7092F0039D6,"yes LeBron James: 6+,yes Deandre Ayton: 10+,yes LeBron James: 20+,yes Deandre Ayton: 8+,yes Golden State wins by over 2.5 points,no Over 228.5 points scored",,KXMVECROSSCATEGORY-S202621BCC71F5B2,,active,2026-04-24 02:00:00+00:00,2026-04-24 02:00:00+00:00,,,,
KXMVESPORTSMULTIGAMEEXTENDED-S20267E0C10CB7A0-DF02F83DB1F,"yes Kevin Durant: 1+,yes Reed Sheppard: 1+,yes Tyrese Maxey: 1+,yes Jalen Brunson: 4+,yes Josh Hart: 2+,yes Bub Carrington: 2+,yes Davion Mitchell: 2+,yes Immanuel Quickley: 2+,yes Alperen Sengun: 2+,yes Amen Thompson: 2+,yes Kevin Durant: 2+,yes VJ Edgecombe: 2+,yes Jayson Tatum: 15+,yes Jalen Brunson: 20+,yes LeBron James: 15+,yes Scottie Barnes: 10+,yes Kevin Durant: 20+,yes Tyrese Maxey: 15+,yes Jarace Walker: 2+,yes Draymond Green: 4+,yes Deandre Ayton: 4+,yes Andrew Wiggins: 2+,yes RJ Barrett: 2+,yes Scottie Barnes: 4+,yes Kevin Durant: 2+,yes VJ Edgecombe: 2+",,KXMVESPORTSMULTIGAMEEXTENDED-S20267E0C10CB7A0,,active,2026-04-24 00:00:00+00:00,2026-04-24 00:00:00+00:00,,,,
KXMVESPORTSMULTIGAMEEXTENDED-S202614123091D32-BC55CEF8A6D,"yes Minnesota,yes CAR Hurricanes,yes CBJ Blue Jackets,yes COL Avalanche,yes FLA Panthers,yes DAL Stars,yes NSH Predators,yes PHI Flyers,yes PIT Penguins,yes SJ Sharks,yes TB Lightning,yes NYI Islanders,yes LA Kings,yes VGK Golden Knights,yes WPG Jets",,KXMVESPORTSMULTIGAMEEXTENDED-S202614123091D32,,active,2026-04-12 14:00:00+00:00,2026-04-12 14:00:00+00:00,,,,
KXMVESPORTSMULTIGAMEEXTENDED-S202608CCA771D3A-ED31D188F58,"yes Miami,yes New York Y,yes Detroit,yes New York M,yes San Diego,yes Over 7.5 runs scored,no Over 8.5 runs scored,yes Over 8.5 runs scored,yes Over 7.5 runs scored,no Over 9.5 runs scored,yes Over 7.5 runs scored",,KXMVESPORTSMULTIGAMEEXTENDED-S202608CCA771D3A,,active,2026-04-12 14:00:00+00:00,2026-04-12 14:00:00+00:00,,,,
KXMVESPORTSMULTIGAMEEXTENDED-S2026791F041FA3C-272D33CE5DD,"yes Cincinnati,yes New York Y,yes Detroit,yes Arizona,yes Kansas City,yes San Diego,yes Kevin Durant: 25+",,KXMVESPORTSMULTIGAMEEXTENDED-S2026791F041FA3C,,active,2026-04-12 14:00:00+00:00,2026-04-12 14:00:00+00:00,,,,
KXMVECROSSCATEGORY-S2026D9BBA4F5B39-C33398C6607,"no Over 10.5 runs scored,yes Over 8.5 runs scored",,KXMVECROSSCATEGORY-S2026D9BBA4F5B39,,active,2026-04-12 14:00:00+00:00,2026-04-12 14:00:00+00:00,,,,
KXMVECROSSCATEGORY-S20264F6053BE0B2-A3D791A431A,"no Elly De La Cruz: 3+,no Rhett Lowder: 6+,no Max Meyer: 8+,no Miami wins by over 3.5 runs,no Over 11.5 runs scored",,KXMVECROSSCATEGORY-S20264F6053BE0B2,,active,2026-04-12 14:00:00+00:00,2026-04-12 14:00:00+00:00,,,,
KXMVESPORTSMULTIGAMEEXTENDED-S2026E388DB4E7D2-01AC5AD2841,"yes Jalen Brunson: 2+,yes OG Anunoby: 2+,yes LeBron James: 2+,yes Norman Powell: 2+,yes Tyler Herro: 2+,yes Kevin Durant: 1+,yes Reed Sheppard: 2+,yes Tyrese Maxey: 2+,yes Scottie Barnes: 4+",,KXMVESPORTSMULTIGAMEEXTENDED-S2026E388DB4E7D2,,active,2026-04-23 23:30:00+00:00,2026-04-23 23:30:00+00:00,,,,
KXMVESPORTSMULTIGAMEEXTENDED-S2026EF02C8030D0-7ECDD4A7923,"yes Tyler Herro: 4+,yes Jakob Poeltl: 2+,yes Jakob Poeltl: 10+,yes Immanuel Quickley: 4+",,KXMVESPORTSMULTIGAMEEXTENDED-S2026EF02C8030D0,,active,2026-04-23 23:00:00+00:00,2026-04-23 23:00:00+00:00,,,,
KXMVESPORTSMULTIGAMEEXTENDED-S20267E2B69E66CB-BC2717914EF,"no Over 232.5 points scored,no Over 252.5 points scored,no Over 239.5 points scored,no Over 240.5 points scored,no Over 251.5 points scored,no Over 240.5 points scored,yes Over 4.5 goals scored",,KXMVESPORTSMULTIGAMEEXTENDED-S20267E2B69E66CB,,active,2026-04-23 23:30:00+00:00,2026-04-23 23:30:00+00:00,,,,
KXMVESPORTSMULTIGAMEEXTENDED-S20262F4871846A7-88FD9134C63,"yes New York Y,yes Detroit,yes San Diego,yes CAR Hurricanes,yes BUF Sabres,yes OTT Senators,yes NYI Islanders,no Detroit wins by over 1.5 goals,no New Jersey wins by over 1.5 goals,no St. Louis wins by over 1.5 goals",,KXMVESPORTSMULTIGAMEEXTENDED-S20262F4871846A7,,active,2026-04-12 14:00:00+00:00,2026-04-12 14:00:00+00:00,,,,
KXMVECROSSCATEGORY-S20264F6053BE0B2-8857D09B1D3,"no Elly De La Cruz: 3+,no Rhett Lowder: 6+,yes Max Meyer: 8+,no Miami wins by over 3.5 runs,no Over 11.5 runs scored",,KXMVECROSSCATEGORY-S20264F6053BE0B2,,active,2026-04-12 14:00:00+00:00,2026-04-12 14:00:00+00:00,,,,
KXMVESPORTSMULTIGAMEEXTENDED-S2026293F971ED5D-1FC71F13A40,"yes Jalen Brunson: 1+,yes Jayson Tatum: 20+,yes Jalen Brunson: 20+,yes Karl-Anthony Towns: 15+,yes Alperen Sengun: 15+,yes Kevin Durant: 20+",,KXMVESPORTSMULTIGAMEEXTENDED-S2026293F971ED5D,,active,2026-04-23 23:30:00+00:00,2026-04-23 23:30:00+00:00,,,,
KXMVESPORTSMULTIGAMEEXTENDED-S20262975462D436-2C1B87AC35F,"yes Jalen Brunson: 1+,yes Boston,yes Jayson Tatum: 15+,yes Jalen Brunson: 20+,yes Over 214.5 points scored",,KXMVESPORTSMULTIGAMEEXTENDED-S20262975462D436,,active,2026-04-23 23:30:00+00:00,2026-04-23 23:30:00+00:00,,,,
KXMVECROSSCATEGORY-S20263C9E9CA9443-FDAD64754BF,"yes Boston,yes Chicago,yes Indiana,yes Los Angeles L,yes Philadelphia,yes Cleveland,yes Boston",,KXMVECROSSCATEGORY-S20263C9E9CA9443,,active,2026-04-23 23:30:00+00:00,2026-04-23 23:30:00+00:00,,,,
KXMVESPORTSMULTIGAMEEXTENDED-S20261FD2981533E-C42A09EBE15,"yes Jake Knapp,yes Jon Rahm,yes Xander Schauffele",,KXMVESPORTSMULTIGAMEEXTENDED-S20261FD2981533E,,active,2026-04-26 23:00:00+00:00,2026-04-26 23:00:00+00:00,,,,
KXMVECROSSCATEGORY-S20260885A0AE5C0-5CA4965E1F0,"yes Cincinnati,yes New York Y,yes Detroit,yes Arizona,yes Kansas City,yes San Diego,yes New York,yes Indiana,yes Miami,yes Philadelphia",,KXMVECROSSCATEGORY-S20260885A0AE5C0,,active,2026-04-12 14:00:00+00:00,2026-04-12 14:00:00+00:00,,,,
KXMVESPORTSMULTIGAMEEXTENDED-S20269F97D4C156F-379ADC248E3,"yes COL Avalanche,yes OTT Senators,yes NYI Islanders,yes Over 4.5 goals scored",,KXMVESPORTSMULTIGAMEEXTENDED-S20269F97D4C156F,,active,2026-04-24 01:00:00+00:00,2026-04-24 01:00:00+00:00,,,,
KXMVESPORTSMULTIGAMEEXTENDED-S2026B20AC90DAD4-8CA53A62F6C,"yes New York Y,yes Rory McIlroy",,KXMVESPORTSMULTIGAMEEXTENDED-S2026B20AC90DAD4,,active,2026-04-12 14:00:00+00:00,2026-04-12 14:00:00+00:00,,,,
KXMVECROSSCATEGORY-S202642220DA727A-D4EDBD0F48F,"yes Alperen Sengun: 6+,yes Los Angeles L,yes Philadelphia,yes LeBron James: 30+,yes Tyrese Maxey: 30+,no Philadelphia wins by over 5.5 points",,KXMVECROSSCATEGORY-S202642220DA727A,,active,2026-04-24 00:00:00+00:00,2026-04-24 00:00:00+00:00,,,,
KXMVECROSSCATEGORY-S20266BE821748E9-30E5DC016A8,"yes Tyler Herro: 2+,yes Tyler Herro: 2+,yes Andrew Wiggins: 10+,yes Jakob Poeltl: 10+",,KXMVECROSSCATEGORY-S20266BE821748E9,,active,2026-04-23 23:00:00+00:00,2026-04-23 23:00:00+00:00,,,,
